Transaction ID,Class of Business,Sub-Class of Business,Transaction Type,Amount,Currency,Customer Name,Date,Age,Income,Number of Claims,Account Balance,Default,customer_id,income_balance_ratio,Amount_converted,inactive_days
394,Miscellaneous,Sub-Class H,Direct,1500.0,KES,Deborah Ford,2023-11-03,51,119341,8,-1735.341060967245,0,Deborah Ford394,-68.77091926441345,1500.0,315
395,Fire Domestic,Sub-Class D,Direct,3000.0,,Maria Wood,2024-02-27,25,68402,6,-510.469287271746,0,Maria Wood395,-133.99826729161575,3000.0,199
396,Miscellaneous,Sub-Class G,Direct,4000.0,USD,Stacey Hurst,2024-02-21,66,28262,4,67.2050644589408,0,Stacey Hurst396,420.53378309408185,520000.0,205
397,Miscellaneous,Sub-Class B,Inward Reinsurance,1500.0,USD,Gabriel Wilson,2024-11-03,62,31066,8,-2203.851405059178,0,Gabriel Wilson397,-14.096231682719013,195000.0,-51
398,Engineering,Sub-Class G,Direct,5000.0,USD,Wayne Suarez,2023-11-21,35,35554,7,11006.51804710568,0,Wayne Suarez398,3.2302677238919744,650000.0,297
399,Miscellaneous,Sub-Class E,Inward Reinsurance,3000.0,,Jeffrey Yates,2024-12-10,41,27008,9,19760.03836455499,0,Jeffrey Yates399,1.3667989657573847,3000.0,-88
400,Aviation,Sub-Class E,Outward Reinsurance,2500.0,USD,Haley Thompson,2024-11-01,71,107851,8,16979.6686163064,0,Haley Thompson400,6.351772960776481,325000.0,-49
401,Miscellaneous,Sub-Class F,Direct,3000.0,KES,Christopher Chang,2023-03-21,59,100799,9,-3859.931904347844,0,Christopher Chang401,-26.114191259814604,3000.0,542
402,Miscellaneous,Sub-Class I,Inward Reinsurance,1700.0,,Catherine Cunningham,2023-01-31,19,36238,7,5576.470229918119,0,Catherine Cunningham402,6.498375944980539,1700.0,591
403,Fire Domestic,Sub-Class F,Inward Reinsurance,-1500.0,,Valerie Dorsey,2023-04-22,19,123946,5,16482.76448081931,1,Valerie Dorsey403,7.5197337281761,-1500.0,510
404,Aviation,Sub-Class H,Direct,2200.0,,Andrew Mcdaniel,2024-07-11,44,102025,3,-1633.129550200089,0,Andrew Mcdaniel404,-62.472080054824815,2200.0,64
405,Miscellaneous,Sub-Class G,Outward Reinsurance,-1500.0,,Kristen Moore,2024-12-17,31,37153,8,16191.12866630107,0,Kristen Moore405,2.2946516432376516,-1500.0,-95
406,Miscellaneous,Sub-Class I,Inward Reinsurance,-1500.0,,Mark Sims,2024-07-17,65,79353,8,9817.515945947482,1,Mark Sims406,8.08279817796025,-1500.0,58
407,Engineering,Sub-Class D,Direct,3000.0,KES,Matthew Fields,2024-10-11,56,72092,9,18282.4638149028,1,Matthew Fields407,3.9432321994388304,3000.0,-28
408,Miscellaneous,Sub-Class B,Outward Reinsurance,1700.0,,Tyler Oliver,2024-04-16,70,132835,9,16900.97785661063,0,Tyler Oliver408,7.859604404371376,1700.0,150
409,Miscellaneous,Sub-Class G,Inward Reinsurance,2200.0,USD,Kristine Baker,2023-03-15,70,63152,8,11925.85805146794,0,Kristine Baker409,5.2953841750805255,286000.0,548
410,Engineering,Sub-Class F,Inward Reinsurance,2200.0,,Felicia Crosby,2024-07-06,73,69104,9,11445.56649681739,0,Felicia Crosby410,6.037621643211404,2200.0,69
411,Fire Domestic,Sub-Class A,Outward Reinsurance,-1500.0,,Sandra Davila,2024-04-23,29,44283,2,329.1050597977037,0,Sandra Davila411,134.55581639255303,-1500.0,143
412,Miscellaneous,Sub-Class I,Outward Reinsurance,5000.0,,Taylor Schmidt,2024-08-11,49,66429,2,-2081.175821049786,1,Taylor Schmidt412,-31.918975479203823,5000.0,33
413,Engineering,Sub-Class I,Direct,1700.0,,Kirk Harris,2024-01-22,45,97223,5,5384.835749219959,0,Kirk Harris413,18.054961103332374,1700.0,235
414,Aviation,Sub-Class B,Direct,5000.0,,Richard Davis,2024-11-29,72,108534,5,-335.4990126718812,0,Richard Davis414,-323.5002068579752,5000.0,-77
415,Fire Domestic,Sub-Class C,Inward Reinsurance,2418.348623853211,KES,Jordan Clark,2024-07-17,45,74957,5,-2439.582058056026,0,Jordan Clark415,-30.725344840308125,2418.348623853211,58
416,Aviation,Sub-Class E,Outward Reinsurance,2490.4411764705883,KES,Michael Wright,2024-03-08,63,48887,4,2558.168331822338,0,Michael Wright416,19.110157604513393,2490.4411764705883,189
417,Aviation,Sub-Class E,Outward Reinsurance,1500.0,,Teresa Fox,2024-02-16,42,66172,4,16512.24856991621,0,Teresa Fox417,4.007449362200086,1500.0,210
418,Engineering,Sub-Class A,Outward Reinsurance,-1500.0,KES,Jacob White,2024-04-11,21,24355,1,-4571.296149540969,0,Jacob White418,-5.327810582223082,-1500.0,155
419,Miscellaneous,Sub-Class H,Inward Reinsurance,2200.0,USD,Joseph Nguyen,2024-08-21,43,53701,6,2315.942043054391,0,Joseph Nguyen419,23.187540534985143,286000.0,23
420,Engineering,Sub-Class H,Outward Reinsurance,3000.0,,Samuel Blair,2024-09-12,53,61534,3,5601.304630362307,0,Samuel Blair420,10.985654960890749,3000.0,1
421,Engineering,Sub-Class D,Outward Reinsurance,2200.0,USD,Ian Nguyen,2023-09-05,67,140348,2,7764.243740382164,0,Ian Nguyen421,18.076197076354525,286000.0,374
422,Engineering,Sub-Class G,Inward Reinsurance,2200.0,USD,Jeremy Clark,2024-08-03,20,91442,7,-460.5622904252687,0,Jeremy Clark422,-198.5442618751208,286000.0,41
423,Engineering,Sub-Class C,Direct,2500.0,,April Anderson,2023-04-30,18,81274,3,19105.50499595078,0,April Anderson423,4.253957171884501,2500.0,502
424,Fire Domestic,Sub-Class F,Direct,2200.0,USD,Katherine Morris,2023-03-08,34,98108,3,9471.826089304737,0,Katherine Morris424,10.357875986635799,286000.0,555
425,Miscellaneous,Sub-Class I,Inward Reinsurance,1500.0,USD,Todd Dyer,2024-07-26,24,32279,7,8052.763676426102,1,Todd Dyer425,4.00843751251443,195000.0,49
426,Aviation,Sub-Class A,Outward Reinsurance,5000.0,USD,John Tanner,2023-11-23,65,63491,0,-4779.435276741471,0,John Tanner426,-13.284205418362097,650000.0,295
427,Aviation,Sub-Class E,Inward Reinsurance,2291.8367346938776,,Jason Swanson,2024-12-03,22,140738,8,7142.884484900176,0,Jason Swanson427,19.703244578225437,2291.8367346938776,-81
428,Miscellaneous,Sub-Class D,Direct,2200.0,,Ruth Terrell,2024-04-14,36,96147,6,15941.7657363796,0,Ruth Terrell428,6.031138682497986,2200.0,152
429,Aviation,Sub-Class H,Direct,2200.0,USD,Nathaniel Rodriguez,2024-05-07,56,28261,1,491.1135762810673,0,Nathaniel Rodriguez429,57.544733774221825,286000.0,129
430,Miscellaneous,Sub-Class A,Inward Reinsurance,2500.0,,Paula Jones,2024-12-01,63,24474,5,3780.189209660324,0,Paula Jones430,6.474279101547713,2500.0,-79
431,Aviation,Sub-Class I,Inward Reinsurance,1700.0,,Sean Adams,2024-10-24,51,111414,7,-4485.713382807611,0,Sean Adams431,-24.837520922985476,1700.0,-41
432,Engineering,Sub-Class F,Direct,3000.0,USD,Andre Bishop,2023-10-13,52,48390,4,19423.18785584488,0,Andre Bishop432,2.4913521075500666,390000.0,336
433,Aviation,Sub-Class D,Inward Reinsurance,1700.0,,Nancy Haynes,2024-08-30,66,46925,5,-3333.70507179898,0,Nancy Haynes433,-14.075930230588058,1700.0,14
434,Miscellaneous,Sub-Class I,Direct,3000.0,KES,Michael Brown,2023-11-08,33,102174,9,17455.52809773924,0,Michael Brown434,5.853389220188252,3000.0,310
435,Miscellaneous,Sub-Class E,Inward Reinsurance,2200.0,,Timothy Thomas,2023-11-05,57,79051,7,2824.692854511367,0,Timothy Thomas435,27.985697586109673,2200.0,313
436,Miscellaneous,Sub-Class E,Inward Reinsurance,2500.0,KES,Tracy Coleman,2023-04-07,67,109007,5,9688.910049646964,0,Tracy Coleman436,11.250697905279026,2500.0,525
437,Miscellaneous,Sub-Class E,Inward Reinsurance,4000.0,USD,Robert Smith,2023-04-23,64,24787,8,11982.88849915009,0,Robert Smith437,2.068532975313762,520000.0,509
438,Miscellaneous,Sub-Class A,Direct,-1500.0,,Laura Woodward,2024-09-28,56,131879,8,-1479.270814222137,0,Laura Woodward438,-89.15135669011866,-1500.0,-15
439,Fire Domestic,Sub-Class A,Inward Reinsurance,2418.348623853211,USD,Jay Barnes,2024-03-31,44,93398,8,6093.984444508387,0,Jay Barnes439,15.326261635630837,314385.3211009174,166
440,Fire Domestic,Sub-Class H,Direct,5000.0,USD,Ryan Reed,2024-04-07,58,78177,5,3136.652506166059,0,Ryan Reed440,24.923704441699858,650000.0,159
441,Aviation,Sub-Class H,Direct,2258.695652173913,USD,Mark Williams,2023-05-12,55,63724,8,-3584.938359863367,0,Mark Williams441,-17.775479967367893,293630.4347826087,490
442,Miscellaneous,Sub-Class F,Inward Reinsurance,5000.0,USD,Steven Allen,2023-05-01,67,30663,2,15829.84135982952,0,Steven Allen442,1.937037731648514,650000.0,501
443,Aviation,Sub-Class D,Inward Reinsurance,1700.0,USD,James Baldwin,2023-07-16,67,36120,4,-3870.806087563057,1,James Baldwin443,-9.331389685485398,221000.0,425
444,Miscellaneous,Sub-Class B,Direct,1500.0,,Sonya Pruitt,2024-04-26,42,42740,1,11331.44898709667,0,Sonya Pruitt444,3.7718035926975295,1500.0,140
445,Miscellaneous,Sub-Class B,Direct,2200.0,KES,Eric Warner,2024-09-25,43,122046,7,2851.934410496176,0,Eric Warner445,42.794111796830066,2200.0,-12
446,Fire Domestic,Sub-Class I,Outward Reinsurance,4000.0,,Matthew Scott,2023-02-08,73,22035,3,-196.7668199533355,0,Matthew Scott446,-111.98534389703376,4000.0,583
447,Fire Domestic,Sub-Class E,Direct,5000.0,,Heather Martin,2024-07-19,31,120271,5,11677.15128338863,0,Heather Martin447,10.299686719918745,5000.0,56
448,Engineering,Sub-Class D,Outward Reinsurance,-1500.0,,Michael Brooks,2024-05-26,31,77443,5,9363.442863155145,0,Michael Brooks448,8.270782567033732,-1500.0,110
449,Fire Domestic,Sub-Class A,Outward Reinsurance,5000.0,,Joseph Werner,2024-04-18,31,87388,4,2881.406434370747,1,Joseph Werner449,30.328244900683075,5000.0,148
450,Engineering,Sub-Class G,Outward Reinsurance,1500.0,KES,Tony Pierce,2023-06-10,42,72335,0,7824.01870648098,0,Tony Pierce450,9.245248856585905,1500.0,461
451,Engineering,Sub-Class C,Inward Reinsurance,2076.086956521739,,Melanie Phelps,2023-10-16,53,63315,6,1155.927530155236,0,Melanie Phelps451,54.77419504966464,2076.086956521739,333
452,Engineering,Sub-Class F,Inward Reinsurance,2500.0,USD,Margaret Walsh,2023-07-19,21,84165,9,16592.4114750673,0,Margaret Walsh452,5.0724995656280045,325000.0,422
453,Engineering,Sub-Class E,Direct,2157.48031496063,,Timothy Brown,2024-06-11,64,124922,7,2845.46950817904,0,Timothy Brown453,43.90206946197217,2157.48031496063,94
454,Engineering,Sub-Class E,Outward Reinsurance,2500.0,,Lori Hahn,2024-11-15,32,66627,0,1128.825738788285,1,Lori Hahn454,59.02328208029647,2500.0,-63
455,Aviation,Sub-Class E,Inward Reinsurance,2291.8367346938776,KES,Michael Walker,2024-05-17,49,28303,9,13795.84277649128,0,Michael Walker455,2.05156005751454,2291.8367346938776,119
456,Fire Domestic,Sub-Class A,Inward Reinsurance,-1500.0,KES,Todd Herman,2023-09-05,35,129654,6,-4560.187800152128,1,Todd Herman456,-28.43172379779507,-1500.0,374
457,Engineering,Sub-Class A,Inward Reinsurance,2076.086956521739,USD,Laura Galvan,2024-01-18,31,69334,3,1700.293302151883,0,Laura Galvan457,40.77767048323441,269891.30434782605,239
458,Miscellaneous,Sub-Class C,Inward Reinsurance,-1500.0,,Maxwell Morris,2023-08-06,18,75892,5,4384.880516279329,0,Maxwell Morris458,17.30765518427309,-1500.0,404
459,Fire Domestic,Sub-Class D,Inward Reinsurance,-1500.0,,Timothy Sanders,2023-03-28,59,81196,8,17055.94904478455,0,Timothy Sanders459,4.760567693231266,-1500.0,535
460,Fire Domestic,Sub-Class E,Outward Reinsurance,2500.0,,Chad Henry,2023-03-23,37,85700,4,18761.04506370861,0,Chad Henry460,4.567975808862492,2500.0,540
461,Engineering,Sub-Class B,Outward Reinsurance,1700.0,USD,Robert Duncan,2023-03-03,27,59726,7,12911.94917284874,1,Robert Duncan461,4.625637787174062,221000.0,560
462,Aviation,Sub-Class H,Outward Reinsurance,3000.0,KES,Barbara Shaffer,2024-05-14,27,120441,4,7313.294525241494,0,Barbara Shaffer462,16.46877472038129,3000.0,122
463,Engineering,Sub-Class B,Outward Reinsurance,2200.0,USD,Andrew Banks,2023-02-11,41,95751,1,11015.53872644222,0,Andrew Banks463,8.69235743960073,286000.0,580
464,Aviation,Sub-Class I,Direct,5000.0,,Stephen Wilson,2023-01-12,51,69606,3,5350.026292033326,0,Stephen Wilson464,13.010403351409625,5000.0,610
465,Miscellaneous,Sub-Class B,Outward Reinsurance,3000.0,KES,Michele Garcia,2024-10-04,45,136973,1,2470.645796216696,1,Michele Garcia465,55.440160710105424,3000.0,-21
466,Fire Domestic,Sub-Class I,Inward Reinsurance,1500.0,KES,Matthew Madden,2023-04-25,44,50694,6,18767.20170349071,1,Matthew Madden466,2.701201852089163,1500.0,507
467,Miscellaneous,Sub-Class G,Outward Reinsurance,1700.0,USD,Aaron Allen MD,2023-08-06,57,51253,6,-2115.244274751905,0,Aaron Allen MD467,-24.23029841601222,221000.0,404
468,Aviation,Sub-Class H,Direct,3000.0,KES,Tyler Mcpherson,2024-10-10,18,44230,2,3659.839201252726,0,Tyler Mcpherson468,12.085230407079228,3000.0,-27
469,Aviation,Sub-Class B,Inward Reinsurance,2500.0,KES,Craig Perez,2023-04-16,50,73974,6,17477.22399901483,0,Craig Perez469,4.232594375638249,2500.0,516
470,Miscellaneous,Sub-Class G,Outward Reinsurance,1500.0,,Madison Scott,2024-11-21,21,83545,0,13078.53576468542,0,Madison Scott470,6.387947512105115,1500.0,-69
471,Aviation,Sub-Class F,Outward Reinsurance,4000.0,,Steven Baker,2024-06-11,24,36925,0,-4272.463716925586,0,Steven Baker471,-8.64255437763455,4000.0,94
472,Miscellaneous,Sub-Class D,Outward Reinsurance,1700.0,KES,Derek Cooper,2024-04-16,26,26033,8,-4422.508164393822,0,Derek Cooper472,-5.886478675063849,1700.0,150
473,Fire Domestic,Sub-Class G,Inward Reinsurance,3000.0,KES,Lawrence Williams,2024-01-22,33,82461,5,7912.811565614365,0,Lawrence Williams473,10.421201025225928,3000.0,235
474,Miscellaneous,Sub-Class D,Inward Reinsurance,1500.0,USD,Frederick Mullen,2023-08-14,22,22665,4,7106.326405750542,0,Frederick Mullen474,3.1894116180280085,195000.0,396
475,Fire Domestic,Sub-Class B,Direct,4000.0,USD,Daniel Whitehead,2024-04-25,51,47025,5,6074.788466407956,0,Daniel Whitehead475,7.741010285384645,520000.0,141
476,Miscellaneous,Sub-Class G,Inward Reinsurance,2650.769230769231,KES,Jamie Forbes,2024-02-12,40,43533,5,2558.594045975223,0,Jamie Forbes476,17.014422459271824,2650.769230769231,214
477,Aviation,Sub-Class H,Inward Reinsurance,1500.0,,Matthew Smith,2024-04-01,60,65897,0,19665.96799534098,0,Matthew Smith477,3.3508139551336353,1500.0,165
478,Miscellaneous,Sub-Class B,Outward Reinsurance,2500.0,KES,Hailey Yu,2024-10-14,67,140486,4,1799.683074584536,0,Hailey Yu478,78.0615220446143,2500.0,-31
479,Aviation,Sub-Class E,Inward Reinsurance,2291.8367346938776,KES,Roy Robinson,2024-12-11,42,97661,8,7251.005161014047,0,Roy Robinson479,13.468615430738735,2291.8367346938776,-89
480,Miscellaneous,Sub-Class A,Outward Reinsurance,2500.0,,Jennifer Livingston,2024-09-15,74,140473,3,5122.327420576657,0,Jennifer Livingston480,27.423666717537937,2500.0,-2
481,Miscellaneous,Sub-Class G,Outward Reinsurance,3000.0,,Cameron Ellis,2024-09-30,68,145766,2,-743.7643509564477,0,Cameron Ellis481,-195.98411756701088,3000.0,-17
482,Engineering,Sub-Class H,Inward Reinsurance,2200.0,USD,Michael Henderson,2023-01-21,30,40998,0,65.47047813196423,0,Michael Henderson482,626.2059048562808,286000.0,601
483,Aviation,Sub-Class F,Direct,3000.0,USD,Rodney Hamilton,2024-10-20,41,138980,1,17957.56855024432,0,Rodney Hamilton483,7.739355114315247,390000.0,-37
484,Engineering,Sub-Class E,Direct,2157.48031496063,USD,Victor Thomas,2024-08-23,28,81248,2,16456.99307139888,0,Victor Thomas484,4.936989378770744,280472.4409448819,21
485,Aviation,Sub-Class F,Inward Reinsurance,-1500.0,USD,Patrick Smith,2023-07-22,69,124493,3,-23.89235449119042,0,Patrick Smith485,-5210.578976044534,-195000.0,419
486,Engineering,Sub-Class B,Direct,3000.0,,Emily Anderson,2024-02-21,68,43057,6,16891.56559773784,0,Emily Anderson486,2.5490236385054974,3000.0,205
487,Fire Domestic,Sub-Class A,Outward Reinsurance,2206.4,KES,Tammy Williamson,2024-02-20,34,99244,5,229.6532520210631,0,Tammy Williamson487,432.14715718851494,2206.4,206
488,Miscellaneous,Sub-Class G,Outward Reinsurance,1500.0,USD,Leonard Cox,2024-03-23,54,103608,7,10663.65804369243,0,Leonard Cox488,9.71599047676555,195000.0,174
489,Aviation,Sub-Class G,Inward Reinsurance,3000.0,USD,Michael Huber,2024-05-26,30,90631,8,-2967.986916982655,0,Michael Huber489,-30.536185817199694,390000.0,110
490,Aviation,Sub-Class B,Direct,1500.0,,Rhonda Golden,2023-03-26,44,117031,5,17009.24065647796,0,Rhonda Golden490,6.880436485295351,1500.0,537
491,Miscellaneous,Sub-Class B,Direct,2500.0,,Catherine Brandt,2023-06-16,37,132713,6,-3712.492513363326,0,Catherine Brandt491,-35.74768151647231,2500.0,455
492,Aviation,Sub-Class A,Outward Reinsurance,1700.0,KES,Cynthia Clark,2024-01-19,50,125887,3,8873.572231278416,1,Cynthia Clark492,14.186732999846607,1700.0,238
493,Aviation,Sub-Class H,Inward Reinsurance,2200.0,KES,Michael Smith,2024-04-12,59,142512,1,14492.78812950963,0,Michael Smith493,9.833304587529492,2200.0,154
494,Engineering,Sub-Class H,Direct,2500.0,,Amanda Ramirez,2023-03-13,49,87173,8,-2079.13158973297,0,Amanda Ramirez494,-41.927601134277374,2500.0,550
495,Aviation,Sub-Class A,Inward Reinsurance,2500.0,USD,Nicholas Klein,2024-06-04,25,100206,8,5112.006687504712,0,Nicholas Klein495,19.602087032658567,325000.0,101
496,Fire Domestic,Sub-Class H,Direct,2231.060606060606,USD,Kimberly Miller,2024-04-17,73,58734,3,-3951.246212748747,0,Kimberly Miller496,-14.864677329014322,290037.8787878788,149
497,Fire Domestic,Sub-Class I,Outward Reinsurance,-1500.0,USD,Jesse Knox,2023-09-15,46,82072,2,12068.81443349898,1,Jesse Knox497,6.800336557681728,-195000.0,364
498,Miscellaneous,Sub-Class D,Outward Reinsurance,5000.0,KES,Derrick Daniels,2023-10-02,57,84175,9,2686.239874033799,0,Derrick Daniels498,31.335623007337166,5000.0,347
499,Aviation,Sub-Class A,Inward Reinsurance,-1500.0,USD,Joanne Benson,2023-01-20,36,122974,5,8984.88111596175,0,Joanne Benson499,13.686769854031256,-195000.0,602
500,Miscellaneous,Sub-Class A,Outward Reinsurance,2424.626865671642,USD,Garrett Schwartz,2024-05-04,23,83783,2,18318.30676050904,0,Garrett Schwartz500,4.5737305906799754,315201.4925373135,132
501,Fire Domestic,Sub-Class C,Direct,2200.0,,Adam Whitney,2024-05-04,61,114194,0,2646.452699871059,0,Adam Whitney501,43.14983600710634,2200.0,132
502,Aviation,Sub-Class E,Outward Reinsurance,2490.4411764705883,USD,Christopher Parker,2023-11-22,56,90739,3,-3784.313209118058,0,Christopher Parker502,-23.97766648420386,323757.3529411765,296
503,Aviation,Sub-Class E,Inward Reinsurance,4000.0,,Amy Anderson,2024-06-12,65,107054,0,11890.69419246751,0,Amy Anderson503,9.00317494228523,4000.0,93
504,Miscellaneous,Sub-Class I,Inward Reinsurance,2500.0,USD,Clifford Smith,2023-03-30,58,71042,1,14671.02836285419,0,Clifford Smith504,4.842332673820764,325000.0,533
505,Fire Domestic,Sub-Class B,Inward Reinsurance,1700.0,KES,Jackson Kim,2024-04-30,38,72357,2,18946.7139969394,0,Jackson Kim505,3.8189735703873686,1700.0,136
506,Aviation,Sub-Class B,Direct,4000.0,USD,Sierra Manning,2024-12-08,74,28669,7,-1054.978074358355,0,Sierra Manning506,-27.174972349483838,520000.0,-86
507,Miscellaneous,Sub-Class F,Direct,2187.7862595419847,USD,Tara Wilson,2023-12-16,39,133272,9,4803.498127903746,0,Tara Wilson507,27.74478025208685,284412.213740458,272
508,Fire Domestic,Sub-Class I,Direct,4000.0,,Brian Hinton,2023-03-25,59,87902,3,16103.51150063687,0,Brian Hinton508,5.4585610099091495,4000.0,538
509,Miscellaneous,Sub-Class A,Direct,1700.0,,Jonathan Rice,2024-01-22,27,142247,3,15171.78483172199,0,Jonathan Rice509,9.37575911982236,1700.0,235
510,Engineering,Sub-Class I,Direct,2157.48031496063,,Christina Turner,2023-03-28,27,38910,9,10619.89268334656,0,Christina Turner510,3.663878831941135,2157.48031496063,535
511,Aviation,Sub-Class I,Outward Reinsurance,2490.4411764705883,USD,Daniel Collins,2023-11-03,69,76959,8,1734.213630067348,0,Daniel Collins511,44.3768856764269,323757.3529411765,315
512,Engineering,Sub-Class I,Direct,4000.0,USD,Erica Sanchez,2023-06-03,46,116623,6,2100.88226626944,0,Erica Sanchez512,55.511440061364674,520000.0,468
513,Fire Domestic,Sub-Class E,Direct,1500.0,KES,Jeffrey Bowen,2024-03-15,33,20366,1,-1899.925134396436,1,Jeffrey Bowen513,-10.719369743202973,1500.0,182
514,Engineering,Sub-Class I,Outward Reinsurance,3000.0,USD,Kathleen Hudson,2023-09-21,18,68415,2,18046.34184464774,0,Kathleen Hudson514,3.7910730379016293,390000.0,358
515,Engineering,Sub-Class D,Direct,2157.48031496063,KES,Donald Powers,2024-02-25,34,144716,3,-676.7121340138665,0,Donald Powers515,-213.85164049243224,2157.48031496063,201
516,Fire Domestic,Sub-Class B,Inward Reinsurance,4000.0,,Thomas Myers,2024-05-07,47,141209,3,9322.16502949766,0,Thomas Myers516,15.147661466320262,4000.0,129
517,Miscellaneous,Sub-Class F,Direct,5000.0,,Rachel Calderon,2024-09-24,43,29907,9,9608.785424552823,0,Rachel Calderon517,3.112464133456474,5000.0,-11
518,Engineering,Sub-Class D,Direct,2200.0,,Courtney Robinson,2024-02-15,70,124910,7,4240.136029881722,0,Courtney Robinson518,29.458960542707956,2200.0,211
519,Miscellaneous,Sub-Class F,Inward Reinsurance,5000.0,KES,William Lyons,2023-06-22,63,115825,9,3812.961525136379,0,William Lyons519,30.376650599918463,5000.0,449
520,Engineering,Sub-Class C,Inward Reinsurance,4000.0,USD,Michael Shaw,2023-01-04,36,52780,9,11714.71046395699,0,Michael Shaw520,4.505446392583909,520000.0,618
521,Miscellaneous,Sub-Class F,Inward Reinsurance,2500.0,,Haley Bailey,2024-10-01,70,77879,5,4707.444448713475,0,Haley Bailey521,16.543795863864947,2500.0,-18
522,Fire Domestic,Sub-Class B,Inward Reinsurance,2500.0,USD,Paul Schneider,2024-04-16,38,105159,2,1377.884833450018,0,Paul Schneider522,76.31915051760716,325000.0,150
523,Engineering,Sub-Class B,Direct,4000.0,USD,Angela Rojas,2023-04-20,34,55085,8,4978.292560000773,0,Angela Rojas523,11.065038732876609,520000.0,512
524,Fire Domestic,Sub-Class I,Inward Reinsurance,2418.348623853211,,Christopher Salinas,2023-02-06,63,85499,9,15191.55194163865,0,Christopher Salinas524,5.628062249891341,2418.348623853211,585
525,Engineering,Sub-Class G,Inward Reinsurance,1700.0,KES,Mr. Carl Mercado,2024-08-05,57,40426,7,19161.96137827964,0,Mr. Carl Mercado525,2.109700526054888,1700.0,39
526,Fire Domestic,Sub-Class C,Outward Reinsurance,3000.0,USD,David Ross,2023-01-31,38,68197,8,10898.75576134612,0,David Ross526,6.257319779737582,390000.0,591
527,Fire Domestic,Sub-Class A,Inward Reinsurance,2418.348623853211,,Drew Baker,2024-01-16,70,27485,4,14552.53063710266,0,Drew Baker527,1.8886749449559745,2418.348623853211,241
528,Engineering,Sub-Class H,Inward Reinsurance,5000.0,USD,Michele Rodriguez,2023-09-25,58,69527,2,8320.621532815256,0,Michele Rodriguez528,8.35598635580241,650000.0,354
529,Engineering,Sub-Class F,Outward Reinsurance,3000.0,USD,Alicia Santiago,2023-01-11,57,84600,3,10620.57855233594,0,Alicia Santiago529,7.96566774428618,390000.0,611
530,Engineering,Sub-Class G,Outward Reinsurance,5000.0,USD,Jeffery Mcclain,2023-12-10,62,144604,4,19702.166418414,1,Jeffery Mcclain530,7.339497440487078,650000.0,278
531,Aviation,Sub-Class I,Direct,4000.0,USD,Erin Franklin,2024-06-27,66,118560,8,5960.471617547788,0,Erin Franklin531,19.891043462224733,520000.0,78
532,Miscellaneous,Sub-Class E,Outward Reinsurance,1700.0,USD,Paula Tyler,2024-07-22,36,145144,8,-3343.632576145002,0,Paula Tyler532,-43.40907581638108,221000.0,53
533,Aviation,Sub-Class A,Direct,5000.0,KES,Jason Bird,2023-06-15,24,135137,2,18925.17294548387,0,Jason Bird533,7.140595247889021,5000.0,456
534,Aviation,Sub-Class G,Outward Reinsurance,1700.0,KES,Terri Sanchez,2024-11-30,34,111005,6,14826.54302258869,0,Terri Sanchez534,7.486910457203712,1700.0,-78
535,Fire Domestic,Sub-Class E,Outward Reinsurance,2206.4,,Mary Jones,2023-12-08,18,101439,5,4957.759196589283,0,Mary Jones535,20.460654900259275,2206.4,280
536,Engineering,Sub-Class C,Direct,4000.0,KES,Karen Rogers,2024-04-26,54,88748,3,19559.87634056922,0,Karen Rogers536,4.53724749864228,4000.0,140
537,Miscellaneous,Sub-Class I,Outward Reinsurance,2200.0,KES,Cody Aguilar,2023-01-19,74,78528,4,3638.393758715654,0,Cody Aguilar537,21.583150480040466,2200.0,603
538,Fire Domestic,Sub-Class A,Direct,2500.0,KES,Donna Terrell,2024-09-19,23,124479,9,4303.004900200718,0,Donna Terrell538,28.928389087865913,2500.0,-6
539,Aviation,Sub-Class A,Outward Reinsurance,-1500.0,USD,William Choi,2023-07-03,43,140631,1,10243.28382974802,1,William Choi539,13.729093358868633,-195000.0,438
540,Engineering,Sub-Class A,Inward Reinsurance,1700.0,USD,Wanda Anderson DVM,2024-06-28,19,47799,6,1858.684653883917,0,Wanda Anderson DVM540,25.716573222961173,221000.0,77
541,Fire Domestic,Sub-Class C,Outward Reinsurance,2200.0,,Hailey Miller,2023-01-10,49,142714,3,12464.28712826832,0,Hailey Miller541,11.449832511987987,2200.0,612
542,Engineering,Sub-Class F,Direct,2200.0,,Katherine Russell,2024-08-14,74,66339,1,-1178.742401237352,0,Katherine Russell542,-56.27947202914096,2200.0,30
543,Fire Domestic,Sub-Class C,Outward Reinsurance,1700.0,,Eric Mayo,2023-07-11,65,36087,5,-2299.367016046162,0,Eric Mayo543,-15.694319240106696,1700.0,430
544,Engineering,Sub-Class H,Direct,2200.0,USD,Jacob Mathews,2023-11-16,71,27446,1,8371.95018910389,0,Jacob Mathews544,3.2783281529458956,286000.0,302
545,Aviation,Sub-Class B,Direct,5000.0,KES,Theresa Anderson,2024-12-02,22,70460,9,8887.342059860028,0,Theresa Anderson545,7.92812963937046,5000.0,-80
546,Miscellaneous,Sub-Class I,Inward Reinsurance,2200.0,KES,Ronald Cochran,2024-08-02,54,114817,1,-2333.623259257734,0,Ronald Cochran546,-49.201172273420156,2200.0,42
547,Aviation,Sub-Class C,Inward Reinsurance,3000.0,USD,Evan Lang,2024-04-19,48,78260,6,19104.40652827878,1,Evan Lang547,4.096437116963448,390000.0,147
